,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
AVOCADO_6_N002,0.016510352861560725,0.02198133680408329,0.028746384665890051,0.037835742093131314,0.048412917012182366,0.062481638104014581,0.081983183549686756,0.10391775324859442,0.12738022184955783,0.15043969300250082,0.17467891533101698,0.19985902950560208,0.22493257400224964,0.25051893487542765,0.27595251330412085,0.30092497193197787,0.32654669442369161,0.35259806387838982,0.37878123154285304,0.40639077646376365,0.43433323797605372,0.4637638783932464,0.49414457255896899,0.52582053255409644,0.55901453778603072,0.59370456311154896,0.62990644673737972,0.66894195416793867,0.71086629332919238,0.75759689034874844,0.81562114000002783
CAPWIND_1_B1,0.010304493628285456,0.01357419624132479,0.018399504276866985,0.025731520357164944,0.03422196493791782,0.043429027722482888,0.0563855373234321,0.073641874138790808,0.094033141905554896,0.1156309477425066,0.13789613645863752,0.16107021612278205,0.18514086350222908,0.20959069433308125,0.23397408109400586,0.2578921774178638,0.28178425564903736,0.30588939691605921,0.33076033390076498,0.35647507962004682,0.38308020088005068,0.4114440224431497,0.44143021799500681,0.4711306744101077,0.50176296569722423,0.53420570388635902,0.56839195512816976,0.60471358303826772,0.64295145290575073,0.68553236255536698,0.73794250000000172
CLAYTN_1_N001,0.0059131430015481948,0.0076773619477542923,0.010777954780931645,0.016731432754450853,0.024853263437412176,0.033996513175241383,0.045585328693737881,0.062419936693380196,0.081734852873909969,0.1017563043503199,0.12393649471296125,0.1464607394953123,0.17019841900224786,0.19384130103543162,0.21751382512135992,0.24168198502205895,0.26572574515417485,0.28916122034366598,0.31228647776344354,0.33648937544716029,0.36069997787094743,0.38539621482354852,0.41232079114003928,0.44067865051710059,0.47247074875204959,0.50636863955283129,0.54191928247844312,0.57936765785057731,0.62040470203131404,0.67046712468665837,0.73814450000001064
GOLDTREE_1_N001,0.009587662203700574,0.012770939292901073,0.018920184821101776,0.026451253548258502,0.038284291498778433,0.052414085098592689,0.068985070246116553,0.087534403702038577,0.10902141426799755,0.13217896384643119,0.15603629708403588,0.18032065991519092,0.20533931050217391,0.23014951196549538,0.25478505801071144,0.27945795853294081,0.30349280954082963,0.32781618230771276,0.35194532699099312,0.37767639822840859,0.40300510944650025,0.42976350035268496,0.45763823526401703,0.48878193341760606,0.52302022882820509,0.55967190324886351,0.59840192343096943,0.63923033433407728,0.68685595641180375,0.74598592365440952,0.82097059000000239
HAMMONDS_1_N001,0.0094681787226047337,0.014338574609872951,0.02034926658314859,0.02704910974359867,0.037496569225192067,0.051170439833853609,0.065713526701400349,0.082505033522750959,0.10148392724422828,0.12289279433783906,0.14570356997863282,0.16842183285032636,0.19214986400216566,0.2159712190693957,0.23965300036649873,0.26421350368208935,0.28858236798678943,0.3125060209371896,0.33669046036953482,0.36176406362976921,0.38662466378536819,0.41264009813017305,0.44078309153227335,0.47090762404413139,0.50424210925201829,0.54159167875745629,0.58127869973121216,0.62433170609865196,0.67511984317242324,0.73538491797967365,0.81116582000000204
KAMM_1_N001,0.010876189157393183,0.016301419382089642,0.022274140936944527,0.029273057566506652,0.040463449860304396,0.054418244919446301,0.069032282443823395,0.085954882356890833,0.10512141047510298,0.12690752397527816,0.14979809571822966,0.17251036444887446,0.19634959050218437,0.22024304501009795,0.24479124370142527,0.2695250960362926,0.2939744569443824,0.31840380815461411,0.34283992433904609,0.3681389196581602,0.39314304343513118,0.41987575282630762,0.44823914469417458,0.47866915467372728,0.5125681805428739,0.55101205647292906,0.59171922704260849,0.63562096995469153,0.68739331199937803,0.74832683419058887,0.82476758000000183
KERMAN_6_N002,0.013571566012921282,0.019621110602839859,0.026111433607981897,0.03400376015417779,0.047669850472542574,0.062950145843901184,0.078880271638199634,0.097543459971428104,0.12060438179284599,0.14565169741847611,0.17045467046921636,0.19470207504866627,0.22024035100226269,0.24561719266098231,0.27214426306129724,0.29855759696823814,0.32448539424655237,0.35035059852459638,0.37617102191257101,0.40304805733374632,0.43079686069261747,0.46101388337708032,0.49276437102587733,0.52751447629439163,0.5649516093434449,0.60566607231418212,0.64860335666095592,0.69586369896928124,0.74996509065306571,0.81421115719656789,0.89436710000000974
MOSSLD_1_N001,0.0057761626200242971,0.007710131350041248,0.010619056493148524,0.016541426369602069,0.024388266685205578,0.033250614515890842,0.044540637407241068,0.060920378668650688,0.079618002189417392,0.099418157224202386,0.12104586777255266,0.14298589740238865,0.16600695250218112,0.18917858994104442,0.21195085339984099,0.23505377186002085,0.2585993957341291,0.28173318106165623,0.30444514295784075,0.32809498194825498,0.35178303071161732,0.37644925378718952,0.40229752757439879,0.43029400270709822,0.46134443912998119,0.49475110604860417,0.52982827892293272,0.56723917149641889,0.60782235989626199,0.65840691567958576,0.72606660000000245
OMAR1G_7_B1,0.0093669510344231294,0.011846422747382832,0.016241931909680637,0.022490813984196167,0.030122474917835457,0.039448780219763918,0.050164002172261218,0.065841155619364544,0.083126921538102583,0.10322291868420086,0.12460938167566471,0.14656319532387063,0.16885839150235216,0.19294827448409124,0.21656309323242406,0.24045769921007659,0.26474528880482412,0.28918535660848016,0.31478960438821113,0.34083315723439489,0.36849337242575053,0.3980744002621871,0.42744644287254679,0.45707705703700086,0.48853079158345214,0.52176414301535035,0.55579367728911855,0.59169310564362343,0.63068302961942246,0.67426125744198129,0.72910412000000191
